time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-03T02:02:53.580Z,17.9016,-66.8213,7,2.19,md,13,229,0.0936,0.09,pr,pr2020003000,2020-01-03T02:32:55.478Z,"10km S of Indios, Puerto Rico",earthquake,0.57,0.25,0.4,11,reviewed,pr,pr
2020-01-03T01:58:00.590Z,60.3285,-152.9037,113.3,1.9,ml,,,,0.4,ak,ak0204zjtga,2020-01-03T02:02:31.141Z,"19km SSW of Redoubt Volcano, Alaska",earthquake,,1,,,automatic,ak,ak
2020-01-03T01:53:08.740Z,61.7395,-149.6336,45.5,1.4,ml,,,,0.44,ak,ak0204ziqkg,2020-01-03T01:56:39.589Z,"12km N of Meadow Lakes, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-01-03T01:49:15.942Z,38.1266,-118.2804,5.5,2,ml,17,59.54,0.216,0.1966,nn,nn00714486,2020-01-04T02:09:25.136Z,"53km SE of Hawthorne, Nevada",earthquake,,2.2,0.24,13,reviewed,nn,nn
2020-01-03T01:38:21.226Z,37.3228,-104.5254,4.89,1.1,ml,,118,0.205,0.27,us,us70006ul5,2020-01-04T07:03:24.040Z,"17km N of Trinidad, Colorado",earthquake,1.3,3.6,0.115,10,reviewed,us,us
2020-01-03T01:19:10.530Z,40.2477,139.3298,193.71,4.9,mb,,121,2.357,0.58,us,us70006u1x,2020-01-03T01:59:22.481Z,"59km W of Noshiro, Japan",earthquake,4.5,7.4,0.043,170,reviewed,us,us
2020-01-03T01:17:25.320Z,33.5386667,-84.2061667,1.94,2.26,md,10,126,0.3459,0.2,se,se60097423,2020-01-06T16:49:41.807Z,"7km E of Stockbridge, Georgia",earthquake,0.4,1.61,0.093,10,reviewed,se,se
2020-01-03T01:11:41.840Z,37.6191667,-118.8453333,2.07,0.44,md,15,122,0.01324,0.04,nc,nc73322981,2020-01-03T19:05:02.645Z,"12km E of Mammoth Lakes, CA",earthquake,0.31,0.56,0.226,14,reviewed,nc,nc
2020-01-03T01:10:44.300Z,59.7251,-136.8569,0,2.2,ml,,,,0.89,ak,ak0204z9pm3,2020-01-03T01:18:53.112Z,"92km WNW of Skagway, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-01-03T01:10:34.376Z,61.4679,-149.9752,45.2,1.3,ml,,,,0.47,ak,ak0204z9owd,2020-01-03T01:13:11.791Z,"6km S of Big Lake, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-01-03T01:02:33.180Z,36.1158333,-117.9261667,5.38,0.78,ml,8,186,0.05776,0.08,ci,ci37248940,2020-01-06T18:25:05.138Z,"8km NNE of Coso Junction, CA",earthquake,0.33,0.55,0.224,4,reviewed,ci,ci
2020-01-03T01:01:28.980Z,36.1381667,-117.8666667,2.46,2.3,ml,37,55,0.02266,0.14,ci,ci39021535,2020-01-06T18:07:43.380Z,"13km NE of Coso Junction, CA",earthquake,0.15,0.22,0.173,25,reviewed,ci,ci
2020-01-03T00:59:56.977Z,60.1267,-153.2559,143.9,2.5,ml,,,,0.78,ak,ak0204yyt4w,2020-01-03T01:06:00.195Z,"48km SW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2020-01-03T00:48:16.020Z,35.9208333,-117.7093333,3.73,0.58,ml,11,83,0.05494,0.09,ci,ci39021527,2020-01-03T00:51:45.010Z,"18km E of Little Lake, CA",earthquake,0.28,1.16,0.2,6,automatic,ci,ci
2020-01-03T00:46:41.730Z,33.394,-116.8396667,16.37,1.04,ml,40,47,0.04464,0.2,ci,ci39021511,2020-01-03T00:50:27.739Z,"5km NNE of Palomar Observatory, CA",earthquake,0.25,0.62,0.16,27,automatic,ci,ci
2020-01-03T00:35:44.900Z,32.5511667,-115.6226667,10.62,1.75,ml,28,137,0.1313,0.25,ci,ci39021495,2020-01-06T17:56:14.450Z,"5km SW of Progreso, B.C., MX",earthquake,0.36,0.81,0.284,17,reviewed,ci,ci
2020-01-03T00:17:37.420Z,35.9205,-117.71,2.48,0.72,ml,10,83,0.05558,0.12,ci,ci39021471,2020-01-03T00:21:18.848Z,"18km E of Little Lake, CA",earthquake,0.24,0.38,0.194,7,automatic,ci,ci
2020-01-03T00:16:59.946Z,65.6176,-143.1093,3.9,3.6,ml,,,,0.8,ak,ak0204yplji,2020-01-04T05:44:59.040Z,"49km ESE of Circle, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2020-01-03T00:11:40.650Z,33.2208333,-116.7395,11.59,1.39,ml,48,25,0.02211,0.21,ci,ci39021463,2020-01-03T15:06:15.150Z,"3km SE of Lake Henshaw, CA",earthquake,0.25,0.58,0.18,26,reviewed,ci,ci
2020-01-03T00:08:12.250Z,35.7073333,-117.5485,8.46,1.07,ml,24,63,0.08675,0.21,ci,ci39021455,2020-01-03T00:11:56.793Z,"15km WSW of Searles Valley, CA",earthquake,0.36,1.01,0.193,13,automatic,ci,ci
2020-01-03T00:08:01.097Z,61.8756,-149.4707,20.1,1.7,ml,,,,0.64,ak,ak0204ynrgp,2020-01-03T00:18:58.841Z,"19km NW of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-01-03T00:00:11.136Z,64.992,-147.3434,1.7,1.4,ml,,,,0.2,ak,ak0204ym2c7,2020-01-03T02:33:37.971Z,"23km NNE of Badger, Alaska",explosion,,0.9,,,automatic,ak,ak
2020-01-02T23:59:38.290Z,33.5826667,-116.8098333,4.92,1.13,ml,45,35,0.03973,0.2,ci,ci39021439,2020-01-03T00:03:23.061Z,"13km WNW of Anza, CA",earthquake,0.24,0.7,0.216,28,automatic,ci,ci
2020-01-02T23:55:00.560Z,36.44566667,-98.7825,7.84,1.17,ml,16,205,0.01529699821,0.1,ok,ok2020adqv,2020-01-03T16:55:39.229Z,"33km NW of Fairview, Oklahoma",earthquake,,0.2,0.13,6,reviewed,ok,ok
2020-01-02T23:53:31.899Z,36.45916667,-98.791,6.14,1.75,ml,8,169,0.01259752794,0.05,ok,ok2020adqu,2020-01-03T17:05:10.743Z,"35km NW of Fairview, Oklahoma",earthquake,,0.5,0.21,3,reviewed,ok,ok
2020-01-02T23:50:18.460Z,33.6743333,-116.7753333,14.47,1,ml,41,47,0.06285,0.18,ci,ci39021431,2020-01-03T15:07:19.250Z,"9km SW of Idyllwild, CA",earthquake,0.24,0.37,0.196,29,reviewed,ci,ci
2020-01-02T23:48:15.580Z,17.9128,-66.8543,7,2.65,md,14,215,0.0671,0.13,pr,pr2020002043,2020-01-04T05:40:12.040Z,"8km SSW of Indios, Puerto Rico",earthquake,0.71,0.35,0.24,13,reviewed,pr,pr
2020-01-02T23:43:51.855Z,61.5991,-149.9775,41.8,1.3,ml,,,,0.5,ak,ak0203p0yuh,2020-01-03T02:27:56.450Z,"8km N of Big Lake, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2020-01-02T23:41:56.030Z,19.1720009,-155.4409943,35.5,1.79,md,39,168,0.0259,0.12,hv,hv71315472,2020-01-02T23:45:11.450Z,"5km SE of Pahala, Hawaii",earthquake,0.63,0.9,0.1,6,automatic,hv,hv
2020-01-02T23:29:13.240Z,35.6863333,-117.5291667,7.62,0.87,ml,24,54,0.07193,0.13,ci,ci39021383,2020-01-03T16:38:55.875Z,"14km SW of Searles Valley, CA",earthquake,0.2,0.63,0.209,5,reviewed,ci,ci
2020-01-02T23:29:01.430Z,37.6181679,-118.8454971,2,1.63,md,16,109,0.01415,0.04,nc,nc73322961,2020-01-03T03:15:05.486Z,"12km E of Mammoth Lakes, CA",earthquake,0.39,0.66,0.13,15,automatic,nc,nc
2020-01-02T23:28:45.010Z,19.5231667,-155.6693268,-3.35,1.86,ml,31,72,0.03667,0.28,hv,hv71315452,2020-01-02T23:34:28.540Z,"21km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.61,0.37,5.28,3,automatic,hv,hv
2020-01-02T23:27:37.956Z,39.8923,-120.7471,10.5,1,ml,6,205.49,0.269,0.1979,nn,nn00714478,2020-01-03T02:07:21.185Z,"13km ESE of East Quincy, California",earthquake,,7,0.02,2,reviewed,nn,nn
2020-01-02T23:27:27.080Z,36.1138333,-117.9088333,4.26,1.77,ml,21,60,0.04386,0.13,ci,ci39021375,2020-01-03T15:07:22.390Z,"8km NNE of Coso Junction, CA",earthquake,0.24,0.41,0.137,26,reviewed,ci,ci
2020-01-02T23:23:51.352Z,57.6978,-154.2166,17,1.4,ml,,,,0.49,ak,ak0203ownup,2020-01-03T02:23:14.882Z,"22km NW of Larsen Bay, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2020-01-02T23:07:03.040Z,35.8333333,-117.6818333,5.69,1.18,ml,24,46,0.07074,0.23,ci,ci39021367,2020-01-02T23:10:48.430Z,"23km ESE of Little Lake, CA",earthquake,0.34,0.91,0.142,17,automatic,ci,ci
2020-01-02T23:06:15.490Z,19.1760006,-155.4850006,33.19,1.72,md,35,234,0.0732,0.1,hv,hv71315427,2020-01-02T23:09:31.030Z,"3km S of Pahala, Hawaii",earthquake,0.67,1.37,0.12,3,automatic,hv,hv
2020-01-02T23:01:21.630Z,37.6393318,-118.9349976,4.53,0.9,md,11,72,0.02693,0.01,nc,nc73322951,2020-01-02T23:10:03.085Z,"4km E of Mammoth Lakes, CA",earthquake,0.6,1.61,0.15,10,automatic,nc,nc
2020-01-02T22:48:34.721Z,61.4943,-141.0072,3.3,2.7,ml,,,,0.55,ak,ak0203oglbw,2020-01-04T05:54:19.040Z,"178km NNE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-01-02T22:31:27.400Z,17.9186,-66.8575,7,3.15,md,14,210,0.0605,0.29,pr,pr2020002042,2020-01-04T05:25:10.040Z,"10km SE of Guanica, Puerto Rico",earthquake,1.12,0.78,0.33,12,reviewed,pr,pr
2020-01-02T22:28:59.902Z,62.058,-149.7165,35.2,2.1,ml,,,,0.56,ak,ak0203occyh,2020-01-02T22:41:37.902Z,"13km SSE of Y, Alaska",earthquake,,3,,,automatic,ak,ak
2020-01-02T22:28:35.780Z,37.6595001,-118.8948364,-2.29,0.91,md,7,193,0.009825,0.04,nc,nc73322936,2020-01-02T22:48:03.509Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.46,0.58,0.12,8,automatic,nc,nc
2020-01-02T22:28:28.460Z,35.7763333,-117.5988333,4.15,0.96,ml,19,63,0.03934,0.15,ci,ci39021359,2020-01-02T22:32:07.378Z,"18km W of Searles Valley, CA",earthquake,0.28,0.56,0.11,10,automatic,ci,ci
2020-01-02T22:27:55.945Z,56.334,-152.3485,10,2.6,ml,,,,0.99,ak,ak0203oc8z5,2020-01-04T05:56:43.040Z,"158km S of Kodiak Station, Alaska",earthquake,,0,,,reviewed,ak,ak
2020-01-02T22:25:41.110Z,17.9135,-66.8188,7,3,md,14,213,0.0863,0.23,pr,pr2020002041,2020-01-04T05:58:17.040Z,"10km SSE of Indios, Puerto Rico",earthquake,0.77,0.5,0.3,14,reviewed,pr,pr
2020-01-02T22:15:27.490Z,49.366,-120.513666666667,-0.51,2.57,ml,10,216,,0.24,uw,uw61565762,2020-01-03T19:24:29.620Z,"10km S of Princeton, Canada",explosion,1.86,31.61,0.181005185964725,10,reviewed,uw,uw
2020-01-02T22:12:01.420Z,38.8376656,-122.8225021,2.5,1.32,md,27,82,0.01018,0.03,nc,nc73322916,2020-01-02T23:25:04.164Z,"9km WNW of Cobb, CA",earthquake,0.21,0.46,0.04,5,automatic,nc,nc
2020-01-02T22:09:49.940Z,37.5481682,-118.8294983,4.38,1.72,md,18,172,0.07553,0.02,nc,nc73322911,2020-01-02T23:02:02.034Z,"13km W of Toms Place, CA",earthquake,0.99,0.83,0.15,16,automatic,nc,nc
2020-01-02T22:07:15.500Z,35.6941667,-117.5226667,6.98,2.25,ml,46,56,0.0813,0.13,ci,ci39021351,2020-01-06T17:44:31.150Z,"14km SW of Searles Valley, CA",earthquake,0.11,0.29,0.122,24,reviewed,ci,ci
2020-01-02T21:42:59.750Z,17.9106,-66.8193,8,2.84,md,14,214,0.088,0.11,pr,pr2020002040,2020-01-04T05:59:40.040Z,"8km S of Indios, Puerto Rico",earthquake,0.61,0.61,0.41,13,reviewed,pr,pr
2020-01-02T21:37:26.690Z,35.69,-117.4688333,4.68,1.13,ml,20,64,0.09225,0.18,ci,ci39021319,2020-01-02T21:41:13.897Z,"10km SW of Searles Valley, CA",earthquake,0.32,0.85,0.165,14,automatic,ci,ci
2020-01-02T21:37:01.160Z,17.8938,-66.8933,6,2.63,md,13,226,0.0825,0.08,pr,pr2020002039,2020-01-04T06:00:35.040Z,"11km SSE of Guanica, Puerto Rico",earthquake,0.62,0.3,0.39,12,reviewed,pr,pr
2020-01-02T21:35:08.820Z,19.1949997,-155.4636688,36.83,2.06,md,44,103,0.03941,0.1,hv,hv71315287,2020-01-02T21:38:19.440Z,"2km ESE of Pahala, Hawaii",earthquake,0.52,0.7,0.17,18,automatic,hv,hv
2020-01-02T21:34:12.650Z,35.6713333,-117.5208333,8.4,1.07,ml,20,126,0.06297,0.15,ci,ci39021311,2020-01-03T15:06:54.000Z,"15km SW of Searles Valley, CA",earthquake,0.32,0.69,0.222,10,reviewed,ci,ci
2020-01-02T21:32:47.250Z,35.6715,-117.5016667,5.69,0.67,ml,12,132,0.0721,0.14,ci,ci39021303,2020-01-02T21:36:25.457Z,"14km SW of Searles Valley, CA",earthquake,0.4,1.06,0.124,6,automatic,ci,ci
2020-01-02T21:27:54.250Z,35.7815,-117.6166667,8.4,0.98,ml,23,65,0.03755,0.2,ci,ci39021295,2020-01-02T21:31:37.765Z,"19km NNE of Ridgecrest, CA",earthquake,0.33,0.76,0.142,11,automatic,ci,ci
2020-01-02T21:25:23.570Z,35.8751667,-117.7028333,5.4,0.66,ml,14,71,0.08342,0.2,ci,ci39021287,2020-01-02T21:28:58.820Z,"20km ESE of Little Lake, CA",earthquake,0.41,1.3,0.102,7,automatic,ci,ci
2020-01-02T21:24:12.670Z,37.6478333,-118.8783333,4.12,0.2,md,10,130,0.01508,0.03,nc,nc73322901,2020-01-03T18:55:02.586Z,"9km E of Mammoth Lakes, CA",earthquake,0.84,1.24,0.165,9,reviewed,nc,nc
2020-01-02T21:23:24.110Z,17.9261,-66.833,9,2.7,md,13,222,0.0673,0.23,pr,pr2020002038,2020-01-04T05:51:07.040Z,"11km S of Indios, Puerto Rico",earthquake,0.62,0.63,0.32,10,reviewed,pr,pr
2020-01-02T21:19:56.660Z,35.5925,-117.3941667,6.08,1.75,ml,45,43,0.05577,0.13,ci,ci39021279,2020-01-06T17:31:18.460Z,"19km S of Trona, CA",earthquake,0.13,0.31,0.207,22,reviewed,ci,ci
2020-01-02T21:17:17.380Z,38.8120003,-122.8079987,1.18,1.89,md,25,45,0.0107,0.03,nc,nc73322876,2020-01-02T23:50:02.330Z,"6km NW of The Geysers, CA",earthquake,0.18,0.34,0.15,8,automatic,nc,nc
2020-01-02T21:11:13.460Z,36.20866667,-95.85883333,0,1.54,ml,46,116,0.3032404939,0.39,ok,ok2020adll,2020-01-02T22:53:28.340Z,"6km S of Owasso, Oklahoma",quarry blast,,0.4,0.17,4,reviewed,ok,ok
2020-01-02T21:09:05.640Z,17.887,-66.8975,6,2.41,md,10,241,0.09,0.09,pr,pr2020002037,2020-01-02T22:00:30.257Z,"9km S of Guanica, Puerto Rico",earthquake,0.74,0.33,0.24,7,reviewed,pr,pr
2020-01-02T21:08:42.350Z,37.6361656,-118.9674988,5.06,0.68,md,8,80,0.01999,0.03,nc,nc73322871,2020-01-02T21:30:02.394Z,"1km E of Mammoth Lakes, CA",earthquake,0.84,2.06,0.21,6,automatic,nc,nc
2020-01-02T21:08:13.040Z,34.061,-117.2853333,15.63,1.63,ml,77,28,0.04116,0.15,ci,ci39021263,2020-01-06T17:18:10.140Z,"3km WNW of Loma Linda, CA",earthquake,0.14,0.18,0.152,21,reviewed,ci,ci
2020-01-02T21:00:45.840Z,17.9066,-66.828,6,2.55,md,14,215,0.0855,0.16,pr,pr2020002035,2020-01-02T21:50:42.720Z,"9km S of Indios, Puerto Rico",earthquake,0.63,0.37,0.35,10,reviewed,pr,pr
2020-01-02T20:54:45.179Z,36.527,-98.98333333,7.9,1.14,ml,20,137,0.04769064147,0.04,ok,ok2020adkx,2020-01-03T17:34:12.514Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.1,0.2,9,reviewed,ok,ok
2020-01-02T20:54:12.470Z,17.9326,-66.8351,7,2.6,md,14,207,0.0612,0.16,pr,pr2020002034,2020-01-05T19:19:32.040Z,"9km S of Indios, Puerto Rico",earthquake,0.68,0.37,0.28,14,reviewed,pr,pr
2020-01-02T20:50:07.590Z,35.8103333,-117.6461667,8.17,1.48,ml,24,47,0.03991,0.13,ci,ci39021247,2020-01-02T21:01:05.120Z,"21km N of Ridgecrest, CA",earthquake,0.2,0.51,0.143,20,automatic,ci,ci
2020-01-02T20:49:37.080Z,39.0525017,-123.1186676,-0.48,2.24,md,20,84,0.0691,0.09,nc,nc73322866,2020-01-02T23:23:03.152Z,"10km SSE of Talmage, CA",earthquake,0.31,5.98,0.16,16,automatic,nc,nc
2020-01-02T20:42:02.330Z,17.9148,-66.8333,7,4.5,ml,20,210,0.0758,0.21,pr,pr2020002036,2020-01-05T19:22:31.040Z,"13km S of Indios, Puerto Rico",earthquake,1.04,0.7,0.16,12,reviewed,pr,pr
2020-01-02T20:20:06.240Z,34.3053333,-116.8258333,5.76,1.34,ml,17,117,0.0426,0.11,ci,ci39021231,2020-01-02T20:23:40.905Z,"5km NNE of Big Bear City, CA",earthquake,0.86,1.29,0.146,30,automatic,ci,ci
2020-01-02T20:15:35.380Z,35.7806667,-117.5986667,7.29,2.2,ml,42,44,0.03501,0.13,ci,ci39021223,2020-01-06T16:58:59.270Z,"18km W of Searles Valley, CA",earthquake,0.11,0.38,0.163,24,reviewed,ci,ci
2020-01-02T20:05:26.140Z,45.8555,-111.3598333,6.01,0.61,ml,4,198,0.312,0.05,mb,mb80377064,2020-01-03T16:07:10.500Z,"2km W of Manhattan, Montana",earthquake,0.59,5.73,,0,reviewed,mb,mb
2020-01-02T19:49:05.024Z,-30.3187,-72.1431,10,4.1,ml,,136,0.563,0.92,us,us70006tv1,2020-01-02T22:11:43.040Z,"87km WSW of Coquimbo, Chile",earthquake,4.3,1.7,0.051,50,reviewed,us,us
2020-01-02T19:17:50.830Z,38.833168,-122.8071671,2.21,1.01,md,18,72,0.01002,0.02,nc,nc73322851,2020-01-02T21:31:02.401Z,"7km W of Cobb, CA",earthquake,0.24,0.52,0.12,4,automatic,nc,nc
2020-01-02T19:08:45.558Z,63.2145,-149.7671,91.8,2.4,ml,,,,1.38,ak,ak0203mfql9,2020-01-02T19:14:29.837Z,"45km WSW of Cantwell, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-01-02T19:08:36.852Z,58.5212,-156.4959,189.4,3.1,ml,,,,0.96,ak,ak0203mfq41,2020-01-05T19:31:04.040Z,"30km SE of King Salmon, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-02T19:08:31.550Z,33.5773333,-116.8103333,4.88,1.41,ml,56,26,0.0419,0.22,ci,ci39021175,2020-01-02T19:19:11.290Z,"13km W of Anza, CA",earthquake,0.23,0.74,0.18,26,automatic,ci,ci
2020-01-02T19:06:16.421Z,37.9526,-118.7361,6.2,1.1,ml,5,184.44,0.35,0.0149,nn,nn00714469,2020-01-03T02:07:17.240Z,"39km NNE of Mammoth Lakes, California",earthquake,,24,0.24,3,reviewed,nn,nn
2020-01-02T19:02:59.660Z,38.8134995,-122.8079987,1.22,0.61,md,9,60,0.01001,0.02,nc,nc73322846,2020-01-02T21:04:02.915Z,"6km NW of The Geysers, CA",earthquake,0.42,0.57,0.35,2,automatic,nc,nc
2020-01-02T19:01:28.519Z,36.44883333,-98.78216667,6.7,1.59,ml,17,192,0.01529699821,0.05,ok,ok2020adhd,2020-01-02T19:32:11.896Z,"33km NW of Fairview, Oklahoma",earthquake,,0.2,0.19,5,reviewed,ok,ok
2020-01-02T18:50:13.480Z,19.2096672,-155.4190063,36.29,2,md,36,152,0.03435,0.13,hv,hv71315007,2020-01-02T18:53:21.880Z,"6km E of Pahala, Hawaii",earthquake,0.73,1.18,0.31,4,automatic,hv,hv
2020-01-02T18:46:11.810Z,37.7721672,-122.1743317,12.21,1.97,md,43,34,0.009131,0.11,nc,nc73322836,2020-01-03T15:28:33.390Z,"5km ESE of Oakland, CA",earthquake,0.2,0.56,0.16,37,automatic,nc,nc
2020-01-02T18:34:05.210Z,36.1113333,-117.9036667,4.2,1.43,ml,19,80,0.04001,0.12,ci,ci39021135,2020-01-02T18:37:42.051Z,"8km NNE of Coso Junction, CA",earthquake,0.31,0.39,0.147,20,automatic,ci,ci
2020-01-02T18:33:23.180Z,44.8043333,-110.7946667,8.24,1.68,ml,22,57,0.04285,0.17,uu,uu60356002,2020-01-02T19:34:45.990Z,"29km ENE of West Yellowstone, Montana",earthquake,0.36,0.86,0.294,4,reviewed,uu,uu
2020-01-02T18:23:51.096Z,35.8033,141.1341,17.05,5.6,mww,,65,0.875,1.37,us,us70006ttf,2020-01-05T19:47:11.460Z,"28km ENE of Hasaki, Japan",earthquake,5.7,3.2,0.069,20,reviewed,us,us
2020-01-02T18:18:02.430Z,19.4211674,-155.6710052,-1.33,1.83,md,27,156,0.04488,0.36,hv,hv71314957,2020-01-02T18:21:19.530Z,"20km E of Honaunau-Napoopoo, Hawaii",earthquake,0.93,1.25,0.21,12,automatic,hv,hv
2020-01-02T18:10:58.281Z,60.4461,-146.8921,10.5,2,ml,,,,0.68,ak,ak0203lurng,2020-01-02T18:23:46.206Z,"63km W of Cordova, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-01-02T18:05:08.160Z,35.6821667,-117.5101667,8.55,0.91,ml,18,114,0.07684,0.2,ci,ci39021111,2020-01-02T18:08:51.516Z,"14km SW of Searles Valley, CA",earthquake,0.45,1.03,0.127,9,automatic,ci,ci
2020-01-02T18:03:44.940Z,38.7915001,-122.7498322,1.48,0.73,md,15,54,0.01315,0.02,nc,nc73322816,2020-01-02T18:47:03.574Z,"2km NNE of The Geysers, CA",earthquake,0.24,0.52,0.1,5,automatic,nc,nc
2020-01-02T17:54:38.880Z,35.8988333,-117.7416667,4.83,0.71,ml,10,66,0.0797,0.13,ci,ci39021103,2020-01-02T17:58:26.450Z,"15km ESE of Little Lake, CA",earthquake,0.32,0.84,0.203,7,automatic,ci,ci
2020-01-02T17:54:27.093Z,39.2328,-120.086,8.9,0.4,ml,8,120.21,0.04,0.1268,nn,nn00714447,2020-01-03T02:07:16.070Z,"3km WSW of Tahoe Vista, California",earthquake,,1.3,1.38,5,reviewed,nn,nn
2020-01-02T17:20:48.100Z,36.45783333,-98.7805,6.34,1.76,ml,52,69,0.0188962919,0.23,ok,ok2020addv,2020-01-02T17:56:24.580Z,"34km NW of Fairview, Oklahoma",earthquake,,0.3,0.19,24,reviewed,ok,ok
2020-01-02T17:08:15.120Z,35.7986667,-117.6128333,3.09,1.29,ml,22,58,0.0211,0.19,ci,ci39021079,2020-01-02T17:11:59.300Z,"19km W of Searles Valley, CA",earthquake,0.28,0.36,0.075,17,automatic,ci,ci
2020-01-02T16:58:27.613Z,61.7525,-150.7706,63.1,1.4,ml,,,,0.47,ak,ak0203ky4bt,2020-01-02T17:06:00.079Z,"38km W of Willow, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-01-02T16:57:49.510Z,38.8241653,-122.8003311,2.86,0.55,md,8,80,0.007649,0.01,nc,nc73322806,2020-01-02T17:53:03.708Z,"6km NW of The Geysers, CA",earthquake,0.46,0.92,,1,automatic,nc,nc
2020-01-02T16:54:06.510Z,19.1784992,-155.4446716,35.88,2.06,md,41,205,0.0737,0.11,hv,hv71314837,2020-01-02T16:57:30.270Z,"4km SE of Pahala, Hawaii",earthquake,0.85,0.72,0.39,3,automatic,hv,hv
2020-01-02T16:49:40.412Z,17.8466,-66.8151,10,3.9,ml,,179,0.278,0.44,us,us70006tpc,2020-01-02T22:46:59.716Z,"16km SE of Guanica, Puerto Rico",earthquake,1.6,2,0.066,30,reviewed,us,us
2020-01-02T16:45:20.750Z,19.4308338,-154.8706665,-0.11,1.74,md,25,281,0.05144,0.22,hv,hv71314822,2020-01-02T16:48:41.140Z,"6km SE of Leilani Estates, Hawaii",earthquake,1.79,0.64,0.29,4,automatic,hv,hv
2020-01-02T16:34:59.790Z,35.6711667,-117.4201667,6.53,1.55,ml,23,70,0.09116,0.15,ci,ci39021039,2020-01-02T16:46:02.410Z,"11km S of Searles Valley, CA",earthquake,0.29,0.82,0.178,22,reviewed,ci,ci
2020-01-02T16:34:05.480Z,34.2541667,-116.7306667,1.86,1,ml,17,122,0.1484,0.16,ci,ci39021031,2020-01-02T16:37:47.969Z,"10km E of Big Bear City, CA",earthquake,0.59,1.82,0.182,20,automatic,ci,ci
2020-01-02T16:34:00.330Z,36.5211678,-121.1026688,5.82,2.68,md,36,81,0.07497,0.09,nc,nc73322801,2020-01-03T16:03:29.644Z,"4km ESE of Pinnacles, CA",earthquake,0.2,0.65,0.16,36,automatic,nc,nc
2020-01-02T16:23:29.320Z,35.8543333,-117.701,4.52,0.76,ml,11,70,0.06914,0.18,ci,ci39021015,2020-01-02T16:27:20.923Z,"21km ESE of Little Lake, CA",earthquake,0.43,1.11,0.148,6,automatic,ci,ci
2020-01-02T16:22:23.361Z,36.7341,-116.2927,7.3,-0.3,ml,7,111.04,0.056,0.0946,nn,nn00714446,2020-01-03T02:07:12.972Z,"45km ESE of Beatty, Nevada",earthquake,,2,0.66,3,reviewed,nn,nn
2020-01-02T16:16:31.780Z,19.4991665,-155.6703339,3.13,2.02,md,39,61,0.031,0.27,hv,hv71314772,2020-01-02T16:22:12.250Z,"20km ENE of Honaunau-Napoopoo, Hawaii",earthquake,0.6,0.73,0.19,12,automatic,hv,hv
2020-01-02T16:03:51.405Z,31.7424,-104.1692,5,2.6,ml,,65,0.224,0.16,us,us70006tll,2020-01-02T16:46:03.040Z,"54km W of Mentone, Texas",earthquake,1.4,1.9,0.081,48,reviewed,us,us
2020-01-02T16:00:31.920Z,-12.7676,45.5385,10,5.1,mww,,49,6.423,0.82,us,us70006tlq,2020-01-03T17:57:05.040Z,"27km E of Pamandzi, Mayotte",earthquake,5.9,1.8,0.078,16,reviewed,us,us
2020-01-02T15:42:52.680Z,17.9116,-66.8593,7,2.29,md,14,216,0.0665,0.22,pr,pr2020002029,2020-01-03T16:58:27.040Z,"9km SE of Guanica, Puerto Rico",earthquake,0.78,0.39,0.28,14,reviewed,pr,pr
2020-01-02T15:41:11.740Z,-1.1029,147.224,10,4.6,mb,,104,0.944,0.73,us,us70006tl7,2020-01-05T01:27:23.829Z,"101km N of Lorengau, Papua New Guinea",earthquake,6.8,1.9,0.099,33,reviewed,us,us
2020-01-02T15:39:53.950Z,36.1088333,-117.8853333,3.92,1.91,ml,20,107,0.02617,0.16,ci,ci39020967,2020-01-02T16:46:09.870Z,"9km NE of Coso Junction, CA",earthquake,0.37,0.52,0.22,25,reviewed,ci,ci
2020-01-02T15:39:23.140Z,35.7935,-117.6101667,3.69,0.67,ml,14,72,0.02446,0.14,ci,ci39020959,2020-01-03T16:28:19.844Z,"19km W of Searles Valley, CA",earthquake,0.24,0.42,0.032,4,reviewed,ci,ci
2020-01-02T15:38:52.820Z,35.794,-117.5991667,4.05,0.35,ml,9,106,0.02174,0.14,ci,ci37432285,2020-01-03T16:32:06.740Z,"18km W of Searles Valley, CA",earthquake,0.39,0.58,0.153,3,reviewed,ci,ci
